Year,Block,RGP,Treatment,Capitulum,AvgCapDia
2025,2,1134,Rosette Damage,9,1.55
2025,2,1134,Rosette Damage,10,1.45
2025,2,1134,Rosette Damage,11,1.4
2025,2,1134,Rosette Damage,12,2.4
2025,2,1134,Rosette Damage,13,1.65
2025,2,1134,Rosette Damage,14,1.7
2025,2,1134,Rosette Damage,15,1.7
2025,2,1134,Rosette Damage,16,2.3
2025,2,1134,Rosette Damage,17,1.45
2025,2,1134,Rosette Damage,18,1.15
2025,2,1134,Rosette Damage,19,2.1
2025,2,1134,Rosette Damage,20,1.3
2025,2,1151,Control,1,1.1
2025,2,1151,Control,2,2.25
2025,2,1151,Control,3,2.6
2025,2,1151,Control,4,2.4
2025,2,1151,Control,5,1.6
2025,2,1151,Control,6,2.1
2025,2,1151,Control,7,1.9
2025,2,1151,Control,8,2.3
2025,2,1151,Control,9,2.15
2025,2,1151,Control,10,2.25
2025,2,1151,Control,11,2.4
2025,2,1151,Control,12,1.9
2025,2,1151,Control,13,2.1
2025,2,1151,Control,14,2.1
2025,2,1151,Control,15,1.55
2025,2,1151,Control,16,1.75
2025,2,1151,Control,17,2.15
2025,2,1151,Control,18,2.4
2025,2,1151,Control,19,2.05
2025,2,1152,Rosette Damage/Early Mow/Late Mow,0,
2025,2,1153,Rosette Damage/Late Mow,0,
2025,2,1154,Late Mow,1,2
2025,2,1154,Late Mow,2,1.85
2025,2,1154,Late Mow,3,2.2
2025,2,1154,Late Mow,4,1.8
2025,2,1154,Late Mow,5,1.9
2025,2,1154,Late Mow,6,1.5
2025,2,1154,Late Mow,7,2.25
2025,2,1154,Late Mow,8,2.15
2025,2,1154,Late Mow,9,1.8
2025,2,1154,Late Mow,10,1.7
2025,2,1154,Late Mow,11,1.8
2025,2,1154,Late Mow,12,1.65
2025,2,1154,Late Mow,13,2.2
2025,2,1171,Early Mow/Late Mow,2,1.45
2025,2,1171,Early Mow/Late Mow,3,1.25
2025,2,1172,Late Mow,1,2.2
2025,2,1172,Late Mow,2,1.45
2025,2,1172,Late Mow,3,1.4
2025,2,1172,Late Mow,4,1.4
2025,2,1172,Late Mow,5,1.8
2025,2,1172,Late Mow,6,2.2
2025,2,1172,Late Mow,7,2.05
2025,2,1172,Late Mow,8,2.1
2025,2,1172,Late Mow,9,1.65
2025,2,1172,Late Mow,10,2.05
2025,2,1172,Late Mow,11,2
2025,2,1172,Late Mow,12,2
2025,2,1172,Late Mow,13,1.85
2025,2,1173,Rosette Damage/Early Mow,0,
2025,2,1174,Rosette Damage/Early Mow/Late Mow,6,1.45
2025,2,1174,Rosette Damage/Early Mow/Late Mow,8,1.75
2025,2,1174,Rosette Damage/Early Mow/Late Mow,9,2.1
2025,2,1174,Rosette Damage/Early Mow/Late Mow,10,1.3
2025,2,1174,Rosette Damage/Early Mow/Late Mow,11,1.6
2025,2,1174,Rosette Damage/Early Mow/Late Mow,12,1.7
2025,2,1174,Rosette Damage/Early Mow/Late Mow,13,1.65
2025,2,1174,Rosette Damage/Early Mow/Late Mow,14,1.45
2025,2,1174,Rosette Damage/Early Mow/Late Mow,15,1.65
2025,2,1221,Control,2,2.5
2025,2,1221,Control,3,1.75
2025,2,1221,Control,4,2.1
2025,2,1221,Control,5,1.85
2025,2,1221,Control,6,2.1
2025,2,1221,Control,7,1.6
2025,2,1221,Control,9,1.8
2025,2,1221,Control,10,2.4
2025,2,1221,Control,11,1.5
2025,2,1221,Control,12,2.65
2025,2,1221,Control,13,2.65
2025,2,1221,Control,14,1.15
2025,2,1221,Control,16,2.55
2025,2,1221,Control,17,2.5
2025,2,1221,Control,18,3.4
2025,2,1221,Control,20,1.85
2025,2,1221,Control,21,1.8
2025,2,1221,Control,22,1.65
2025,2,1221,Control,23,2.65
2025,2,1221,Control,24,3.2
2025,2,1221,Control,25,3.85
2025,2,1221,Control,27,2
2025,2,1221,Control,29,1.6
2025,2,1221,Control,30,2.1
2025,2,1221,Control,31,1.8
2025,2,1221,Control,32,2.2
2025,2,1221,Control,33,1.65
2025,2,1221,Control,34,1.75
2025,2,1221,Control,35,1.95
2025,2,1221,Control,36,2.7
2025,2,1221,Control,37,2.7
2025,2,1221,Control,38,1.85
2025,2,1221,Control,39,2.35
2025,2,1221,Control,40,2.1
2025,2,1221,Control,41,2.75
2025,2,1221,Control,42,1.85
2025,2,1221,Control,43,2.5
2025,2,1221,Control,44,2.45
2025,2,1221,Control,46,2.15
2025,2,1221,Control,47,1.65
2025,2,1221,Control,48,2.1
2025,2,1221,Control,49,1.55
2025,2,1221,Control,51,1.75
2025,2,1221,Control,52,1.85
2025,2,1221,Control,53,1.9
2025,2,1221,Control,54,2.55
2025,2,1221,Control,55,1.95
2025,2,1221,Control,56,2.4
2025,2,1221,Control,57,1.05
2025,2,1221,Control,58,2.1
2025,2,1221,Control,59,2.4
2025,2,1221,Control,60,1.4
2025,2,1221,Control,61,1.35
2025,2,1221,Control,63,1.6
2025,2,1221,Control,64,2.1
2025,2,1221,Control,65,2.25
2025,2,1221,Control,66,2.4
2025,2,1221,Control,68,1.7
2025,2,1221,Control,69,1.5
2025,2,1221,Control,70,2.85
2025,2,1221,Control,71,2.55
2025,2,1221,Control,72,1.9
2025,2,1221,Control,73,2
2025,2,1221,Control,74,1.65
2025,2,1221,Control,75,2
2025,2,1221,Control,76,2.85
2025,2,1221,Control,77,2.2
2025,2,1221,Control,78,1.95
2025,2,1221,Control,79,1.4
2025,2,1221,Control,81,2.5
2025,2,1221,Control,82,1.7
2025,2,1221,Control,83,1.8
2025,2,1221,Control,84,3.3
2025,2,1221,Control,85,1.8
2025,2,1221,Control,86,1.6
2025,2,1221,Control,87,2.3
2025,2,1221,Control,88,1.85
2025,2,1221,Control,89,3.5
2025,2,1221,Control,90,1.8
2025,2,1221,Control,91,2.6
2025,2,1221,Control,92,1.65
2025,2,1221,Control,93,1.95
2025,2,1221,Control,94,2.2
2025,2,1221,Control,95,1.8
2025,2,1221,Control,96,1.65
2025,2,1221,Control,97,2.2
2025,2,1221,Control,98,1.55
2025,2,1222,Rosette Damage/Early Mow/Late Mow,2,2
2025,2,1222,Rosette Damage/Early Mow/Late Mow,3,2.25
2025,2,1222,Rosette Damage/Early Mow/Late Mow,4,2.4
2025,2,1223,Late Mow,1,2
2025,2,1223,Late Mow,2,1.7
2025,2,1223,Late Mow,3,1.6
2025,2,1223,Late Mow,4,1.8
2025,2,1223,Late Mow,5,1.7
2025,2,1223,Late Mow,6,1.8
2025,2,1223,Late Mow,7,2.15
2025,2,1223,Late Mow,8,1.65
2025,2,1224,Rosette Damage,2,1.7
2025,2,1224,Rosette Damage,3,1.35
2025,2,1224,Rosette Damage,4,1.8
2025,2,1224,Rosette Damage,5,2.2
2025,2,1224,Rosette Damage,6,1.6
2025,2,1224,Rosette Damage,7,2
2025,2,1224,Rosette Damage,8,2.7
2025,2,1224,Rosette Damage,9,2.15
2025,2,1224,Rosette Damage,10,2.2
2025,2,1224,Rosette Damage,11,2.15
2025,2,1224,Rosette Damage,12,2.15
2025,2,1224,Rosette Damage,13,1.95
2025,2,1224,Rosette Damage,14,1.4
2025,2,1224,Rosette Damage,15,2.05
2025,2,1224,Rosette Damage,16,2.45
2025,2,1224,Rosette Damage,17,1.95
2025,2,1224,Rosette Damage,18,1.45
2025,2,1224,Rosette Damage,19,1.6
2025,2,1224,Rosette Damage,20,2
2025,2,1224,Rosette Damage,21,0.95
2025,2,1224,Rosette Damage,22,1.3
2025,2,1224,Rosette Damage,23,1.8
2025,2,1224,Rosette Damage,24,2.85
2025,2,1224,Rosette Damage,25,2.45
2025,2,1224,Rosette Damage,26,2.15
2025,2,1224,Rosette Damage,27,2.1
2025,2,1224,Rosette Damage,28,2.05
2025,2,1224,Rosette Damage,29,2.2
2025,2,1224,Rosette Damage,30,2.85
2025,2,1224,Rosette Damage,31,1.5
2025,2,1224,Rosette Damage,32,2.15
2025,2,1224,Rosette Damage,34,1.9
2025,2,1224,Rosette Damage,35,1.85
2025,2,1224,Rosette Damage,36,2.85
2025,2,1224,Rosette Damage,38,1.15
2025,2,1224,Rosette Damage,39,1.25
2025,2,1224,Rosette Damage,41,2.35
2025,2,1224,Rosette Damage,42,2.35
2025,2,1224,Rosette Damage,43,2.25
2025,2,1224,Rosette Damage,44,2.35
2025,2,1224,Rosette Damage,45,1.7
2025,2,1224,Rosette Damage,46,2.1
2025,2,1224,Rosette Damage,47,1.65
2025,2,1224,Rosette Damage,48,1.3
2025,2,1224,Rosette Damage,49,2
2025,2,1224,Rosette Damage,50,1.85
2025,2,1224,Rosette Damage,51,1.05
2025,2,1224,Rosette Damage,52,2.85
2025,2,1224,Rosette Damage,53,1.7
2025,2,1224,Rosette Damage,54,1.9
2025,2,1224,Rosette Damage,55,1.95
2025,2,1224,Rosette Damage,56,2.1
2025,2,1241,Rosette Damage/Late Mow,1,0.95
2025,2,1242,Early Mow/Late Mow,2,1
2025,2,1242,Early Mow/Late Mow,3,0.9
2025,2,1242,Early Mow/Late Mow,4,2.05
2025,2,1242,Early Mow/Late Mow,5,2.15
2025,2,1242,Early Mow/Late Mow,6,2.95
2025,2,1242,Early Mow/Late Mow,7,1.55
2025,2,1242,Early Mow/Late Mow,8,0.95
2025,2,1242,Early Mow/Late Mow,9,1.45
2025,2,1242,Early Mow/Late Mow,10,2.35
2025,2,1242,Early Mow/Late Mow,11,2.1
2025,2,1242,Early Mow/Late Mow,12,1.75
2025,2,1242,Early Mow/Late Mow,14,1.3
2025,2,1242,Early Mow/Late Mow,16,1.7
2025,2,1242,Early Mow/Late Mow,17,2.05
2025,2,1242,Early Mow/Late Mow,18,2.05
2025,2,1242,Early Mow/Late Mow,19,1.45
2025,2,1242,Early Mow/Late Mow,20,1.6
2025,2,1242,Early Mow/Late Mow,21,2.25
2025,2,1242,Early Mow/Late Mow,22,1.3
2025,2,1242,Early Mow/Late Mow,23,2.05
2025,2,1242,Early Mow/Late Mow,24,1.3
2025,2,1242,Early Mow/Late Mow,25,2
2025,2,1242,Early Mow/Late Mow,26,2.1
2025,2,1243,Rosette Damage/Early Mow,1,0.95
2025,2,1243,Rosette Damage/Early Mow,2,1.15
2025,2,1243,Rosette Damage/Early Mow,3,0.95
2025,2,1243,Rosette Damage/Early Mow,4,1.65
2025,2,1243,Rosette Damage/Early Mow,5,1.45
2025,2,1243,Rosette Damage/Early Mow,6,1.7
2025,2,1243,Rosette Damage/Early Mow,7,1.6
2025,2,1243,Rosette Damage/Early Mow,9,1.85
2025,2,1243,Rosette Damage/Early Mow,10,1.8
2025,2,1243,Rosette Damage/Early Mow,11,1.6
2025,2,1244,Early Mow,2,0.8
2025,2,1244,Early Mow,5,2
2025,2,1244,Early Mow,6,1.4
2025,2,1244,Early Mow,8,1.95
2025,2,1244,Early Mow,9,1.95
2025,2,1244,Early Mow,10,1.95
2025,2,1244,Early Mow,11,1.85
2025,2,1244,Early Mow,12,1.6
2025,2,1244,Early Mow,13,1.7
2025,2,1244,Early Mow,15,1.4
2025,2,1244,Early Mow,16,2.2
2025,2,1244,Early Mow,17,1.9
2025,2,1244,Early Mow,18,2
2025,2,1244,Early Mow,19,2.1
2025,2,1244,Early Mow,20,2
2025,2,1244,Early Mow,21,1.35
2025,2,1244,Early Mow,22,1.1
2025,2,1244,Early Mow,23,1
2025,2,1244,Early Mow,24,1.1
2025,2,1244,Early Mow,25,1.5
2025,2,1261,Rosette Damage,1,1.15
2025,2,1261,Rosette Damage,2,1.55
2025,2,1261,Rosette Damage,3,1.7
2025,2,1261,Rosette Damage,4,2.25
2025,2,1261,Rosette Damage,5,2.6
2025,2,1261,Rosette Damage,6,1.7
2025,2,1261,Rosette Damage,7,2.35
2025,2,1261,Rosette Damage,8,2.5
2025,2,1261,Rosette Damage,9,1.05
2025,2,1261,Rosette Damage,10,2.5
2025,2,1261,Rosette Damage,11,1.75
2025,2,1261,Rosette Damage,12,2
2025,2,1261,Rosette Damage,13,1.85
2025,2,1261,Rosette Damage,14,1.4
2025,2,1261,Rosette Damage,15,1.65
2025,2,1261,Rosette Damage,16,1.35
2025,2,1261,Rosette Damage,17,1.85
2025,2,1261,Rosette Damage,18,1.95
2025,2,1261,Rosette Damage,19,1.9
2025,2,1261,Rosette Damage,20,1.9
2025,2,1261,Rosette Damage,21,1.25
2025,2,1261,Rosette Damage,22,2
2025,2,1261,Rosette Damage,23,1.5
2025,2,1261,Rosette Damage,24,1.35
2025,2,1261,Rosette Damage,25,1.3
2025,2,1261,Rosette Damage,26,1.8
2025,2,1261,Rosette Damage,27,2
2025,2,1261,Rosette Damage,28,2.35
2025,2,1261,Rosette Damage,29,1.7
2025,2,1261,Rosette Damage,30,2.2
2025,2,1261,Rosette Damage,31,2.35
2025,2,1261,Rosette Damage,32,2.65
2025,2,1261,Rosette Damage,33,2.9
2025,2,1261,Rosette Damage,34,1.7
2025,2,1261,Rosette Damage,35,1.95
2025,2,1261,Rosette Damage,36,1.3
2025,2,1261,Rosette Damage,37,1.4
2025,2,1262,Rosette Damage/Early Mow,2,1.5
2025,2,1262,Rosette Damage/Early Mow,3,2.05
2025,2,1262,Rosette Damage/Early Mow,4,0.5
2025,2,1262,Rosette Damage/Early Mow,5,2
2025,2,1262,Rosette Damage/Early Mow,6,1.4
2025,2,1262,Rosette Damage/Early Mow,8,1.45
2025,2,1262,Rosette Damage/Early Mow,9,2
2025,2,1263,Early Mow,1,1.65
2025,2,1263,Early Mow,2,1.25
2025,2,1263,Early Mow,3,1.45
2025,2,1263,Early Mow,4,1.2
2025,2,1263,Early Mow,6,2.1
2025,2,1263,Early Mow,7,1.85
2025,2,1263,Early Mow,8,1.8
2025,2,1263,Early Mow,9,0.85
2025,2,1263,Early Mow,10,1.9
2025,2,1263,Early Mow,11,1.65
2025,2,1263,Early Mow,12,2.3
2025,2,1263,Early Mow,13,2.1
2025,2,1263,Early Mow,14,2.3
2025,2,1263,Early Mow,15,2.6
2025,2,1263,Early Mow,16,1.2
2025,2,1263,Early Mow,17,2.25
2025,2,1263,Early Mow,18,1.75
2025,2,1263,Early Mow,19,1.65
2025,2,1263,Early Mow,20,1.95
2025,2,1263,Early Mow,22,1.65
2025,2,1263,Early Mow,23,1.5
2025,2,1263,Early Mow,25,2.25
2025,2,1263,Early Mow,26,1.95
2025,2,1263,Early Mow,27,2.25
2025,2,1264,Early Mow/Late Mow,2,1.85
2025,2,1264,Early Mow/Late Mow,3,1.8
2025,2,1281,Control,1,1.85
2025,2,1281,Control,2,1.7
2025,2,1281,Control,3,1.3
2025,2,1281,Control,4,1.65
2025,2,1281,Control,5,1.7
2025,2,1281,Control,6,2.2
2025,2,1281,Control,8,1.9
2025,2,1281,Control,9,1.35
2025,2,1281,Control,10,1
2025,2,1281,Control,11,1.7
2025,2,1281,Control,12,1.7
2025,2,1281,Control,13,1.7
2025,2,1281,Control,14,1.8
2025,2,1281,Control,15,2.25
2025,2,1281,Control,16,1.75
2025,2,1281,Control,18,1.8
2025,2,1281,Control,19,2
2025,2,1281,Control,20,1.3
2025,2,1281,Control,21,1.55
2025,2,1281,Control,22,1.9
2025,2,1281,Control,23,1.8
2025,2,1281,Control,24,1.55
2025,2,1281,Control,25,1.4
2025,2,1281,Control,26,1.65
2025,2,1281,Control,27,1.95
2025,2,1281,Control,29,1.25
2025,2,1281,Control,30,1.55
2025,2,1281,Control,31,1.5
2025,2,1281,Control,32,2
2025,2,1281,Control,33,1.95
2025,2,1281,Control,34,2
2025,2,1281,Control,35,1.75
2025,2,1281,Control,36,1.75
2025,2,1281,Control,37,1.85
2025,2,1281,Control,38,1.7
2025,2,1281,Control,39,0.9
2025,2,1281,Control,41,2.1
2025,2,1281,Control,42,1.7
2025,2,1281,Control,43,1.85
2025,2,1281,Control,44,2
2025,2,1281,Control,45,1.3
2025,2,1281,Control,46,0.8
2025,2,1281,Control,47,1.4
2025,2,1281,Control,50,2.05
2025,2,1281,Control,52,1.3
2025,2,1281,Control,53,1.6
2025,2,1281,Control,54,1.95
2025,2,1281,Control,55,1.7
2025,2,1281,Control,57,1.2
2025,2,1281,Control,58,1
2025,2,1281,Control,60,1.7
2025,2,1281,Control,61,1.7
2025,2,1281,Control,62,1.7
2025,2,1281,Control,63,1.55
2025,2,1281,Control,64,1.45
2025,2,1281,Control,65,1.85
2025,2,1282,Rosette Damage/Late Mow,1,1.75
2025,2,1283,Early Mow,1,2
2025,2,1283,Early Mow,2,1.8
2025,2,1283,Early Mow,3,2.4
2025,2,1283,Early Mow,4,2.1
2025,2,1283,Early Mow,5,2.35
2025,2,1283,Early Mow,6,2.5
2025,2,1283,Early Mow,7,1.4
2025,2,1283,Early Mow,8,1.15
2025,2,1283,Early Mow,9,1.75
2025,2,1283,Early Mow,10,1.85
2025,2,1283,Early Mow,11,2.2
2025,2,1283,Early Mow,12,1.55
2025,2,1283,Early Mow,13,1.85
2025,2,1283,Early Mow,14,1.75
2025,2,1283,Early Mow,15,2.3
2025,2,1283,Early Mow,16,1.85
2025,2,1283,Early Mow,17,1.7
2025,2,1283,Early Mow,18,1.95
2025,2,1283,Early Mow,19,1.5
2025,2,1283,Early Mow,20,2
2025,2,1283,Early Mow,21,1.95
2025,2,1283,Early Mow,22,1.75
2025,2,1283,Early Mow,23,1.65
2025,2,1283,Early Mow,24,1.6
2025,2,1283,Early Mow,25,2.35
2025,2,1283,Early Mow,26,2.05
2025,2,1284,Rosette Damage,1,0.85
2025,2,1284,Rosette Damage,2,1.6
2025,2,1284,Rosette Damage,3,2.65
2025,2,1284,Rosette Damage,4,2.3
2025,2,1284,Rosette Damage,5,1.75
2025,2,1284,Rosette Damage,6,1.15
2025,2,1284,Rosette Damage,8,1.8
2025,2,1284,Rosette Damage,10,1.95
2025,2,1284,Rosette Damage,11,1.5
2025,2,1284,Rosette Damage,12,1.15
2025,2,1284,Rosette Damage,13,1.95
2025,2,1284,Rosette Damage,14,2.2
2025,2,1284,Rosette Damage,17,2.4
2025,2,1284,Rosette Damage,18,1.35
2025,2,1284,Rosette Damage,21,1.45
2025,2,1284,Rosette Damage,23,1.25
2025,2,1284,Rosette Damage,24,2.1
2025,2,1284,Rosette Damage,25,2.25
2025,2,1284,Rosette Damage,26,2.5
2025,2,1284,Rosette Damage,27,1.5
2025,2,1284,Rosette Damage,28,1.65
2025,2,1284,Rosette Damage,29,1.2
2025,2,1284,Rosette Damage,30,2.5
2025,2,1284,Rosette Damage,31,1.55
2025,2,1284,Rosette Damage,32,1.4
2025,2,1284,Rosette Damage,33,2.9
